,JKT,JKM,GRS,HARGA,LT,LB
6305,1,2,2,4.0,150,200
6306,8,3,0,4.3,289,160
6307,4,3,1,1.55,160,160
6309,3,2,4,1.99,221,200
6311,3,1,1,1.37,114,90
6312,2,1,1,1.5,145,124
6313,3,3,1,2.4,123,170
6314,5,4,1,5.5,488,400
6316,3,2,2,3.2,197,160
6318,4,2,2,4.5,255,258
6320,4,3,1,3.8,308,243
6321,3,3,2,3.09,301,236
6322,6,3,3,3.6,150,250
6323,3,2,0,0.69,63,63
6324,2,2,2,1.9,120,120
6325,7,3,0,2.5,162,220
6326,4,2,0,1.7,175,104
6327,4,3,0,3.0,197,150
6329,1,2,0,2.9,244,251
6330,5,3,2,5.0,463,375
6331,4,3,2,2.0,149,220
6332,3,3,1,2.55,175,150
6333,4,3,1,1.8,180,200
6334,3,2,1,1.5,120,100
6335,5,3,0,1.6,127,200
6338,4,4,1,2.1,110,170
6339,5,3,1,4.0,257,188
6341,6,3,1,3.5,217,314
6342,4,2,1,2.5,257,300
6343,4,3,1,2.6,175,175
6347,7,6,2,3.5,330,300
6349,4,3,0,1.85,150,240
6353,3,2,1,1.45,105,95
6356,4,4,2,4.5,197,250
6357,6,3,0,3.1,266,200
6358,5,3,2,5.2,463,375
6359,3,2,0,3.2,200,140
6361,6,3,8,3.1,266,200
6362,3,2,2,2.1,110,180
6363,3,2,0,0.8,140,130
6365,6,4,0,3.5,204,350
6366,3,3,2,1.9,142,220
6367,3,3,2,2.0,156,250
6368,2,2,1,1.9,120,120
6370,4,4,2,2.25,107,160
6372,3,5,5,3.75,357,550
6373,5,2,1,3.3,204,350
6374,3,1,0,1.6,120,100
6375,2,2,0,2.0,200,100
6376,7,3,1,3.02,312,200
6377,4,4,2,2.0,112,160
6379,4,2,1,5.0,190,380
6381,6,5,7,12.0,611,500
6382,2,1,1,0.95,117,104
6383,3,2,0,0.71,70,100
6384,3,2,1,2.0,103,130
6385,3,3,1,2.1,103,135
6386,3,2,1,1.6,189,160
6387,2,1,0,0.79,98,80
6389,4,5,0,2.7,140,200
6392,4,5,2,2.7,140,200
6395,6,2,2,8.95,380,250
6397,2,2,2,1.35,124,100
6398,2,2,1,1.45,105,95
6399,5,1,0,1.5,120,90
6400,5,5,3,3.4,216,450
6401,3,3,1,2.7,120,202
6403,4,4,2,2.37,117,146
6404,2,1,1,1.0,65,45
6405,5,3,0,2.8,202,220
6406,3,2,2,2.21,118,147
6409,3,2,1,2.2,140,148
6411,4,3,0,6.5,441,550
6412,3,2,2,1.7,108,120
6413,4,3,5,11.0,435,250
6414,4,3,3,7.0,375,200
6419,7,5,2,2.9,223,300
6420,2,2,2,4.5,246,330
6422,5,3,2,8.0,620,375
6423,4,5,1,3.9,336,400
6424,7,3,2,5.5,435,350
6425,3,2,0,0.895,140,200
6428,3,3,2,4.5,368,200
6429,7,3,1,2.6,210,160
6431,4,3,1,1.97,134,140
6432,4,3,4,3.5,163,210
6437,5,3,1,2.4,132,144
6438,3,2,0,2.5,76,250
6439,3,2,0,0.85,56,100
6440,5,1,0,0.9,100,120
6441,8,7,0,11.0,372,500
6442,4,3,1,2.65,246,140
6445,7,5,2,6.0,286,350
6447,3,2,2,6.0,411,300
6448,4,3,1,3.5,252,210
6449,4,3,2,3.5,200,250
6450,4,3,1,0.095,250,380
6451,3,1,1,6.0,411,300
6453,4,3,2,6.5,327,460
6454,3,2,0,1.5,97,140
6456,3,3,2,7.0,274,250
6458,4,3,1,1.3,78,100
6459,4,4,2,12.0,400,400
6460,5,4,1,5.8,181,207
6461,3,3,0,2.2,165,180
6463,6,2,2,2.1,183,180
6466,1,1,1,0.398,42,40
6467,2,2,2,0.597,54,60
6469,2,1,2,0.577,60,60
6470,7,3,1,2.7,210,160
6476,5,2,2,7.0,428,300
6478,6,2,2,6.25,428,350
6480,4,3,1,2.25,120,145
6481,3,1,1,0.647,61,61
6483,4,3,2,11.5,490,500
6484,3,3,0,2.25,100,175
6487,6,4,2,7.0,426,210
6488,2,2,0,0.25,45,45
6492,8,3,2,8.5,450,200
6493,8,3,1,8.5,450,200
6494,4,4,0,8.0,494,500
6497,2,2,2,0.577,61,61
6499,6,4,3,6.5,621,400
6500,4,4,0,2.4,104,60
6501,4,3,1,3.5,288,250
6502,3,2,0,3.9,220,120
6503,4,3,1,2.5,135,180
6505,3,3,1,2.95,165,200
6507,4,2,3,5.0,435,350
6509,4,5,1,3.5,237,203
6510,3,2,0,1.3,107,135
6511,4,4,1,6.5,247,450
6512,2,1,0,0.7,31,93
6513,4,2,1,2.2,145,180
6514,3,3,2,1.2,80,100
6516,1,1,0,0.33,35,35
6517,4,4,1,2.99,230,210
6518,4,3,0,0.6,78,100
6519,3,2,1,1.8,105,145
6520,3,3,2,4.9,325,295
6521,5,4,0,9.9,440,348
6522,2,2,1,0.577,59,61
6525,8,3,2,4.5,210,185
6526,4,3,1,4.25,255,275
6533,3,3,2,9.5,234,420
6534,4,3,1,5.7,269,300
6537,2,1,0,0.625,142,90
6538,3,1,1,0.67,70,45
6540,6,4,0,0.5,42,140
6547,3,1,0,2.4,100,165
6550,4,3,3,4.0,328,250
6552,4,3,2,4.5,246,330
6553,5,3,1,1.9,95,150
6554,4,3,2,2.3,135,180
6556,4,3,0,4.5,246,330
6558,5,3,1,4.5,291,150
6559,5,2,2,8.5,430,250
6563,3,3,2,5.2,277,325
6564,3,2,2,2.5,119,130
6566,3,2,0,1.1,135,150
6567,2,2,2,0.577,60,60
6568,4,3,0,7.8,415,300
6569,5,4,4,7.0,440,420
6570,4,3,2,8.0,460,250
6576,5,5,6,4.75,398,200
6577,3,2,1,1.1,135,150
6579,4,4,5,5.95,325,450
6582,4,1,1,2.4,100,165
6583,7,2,0,0.6,49,145
6584,5,4,0,0.3,37,60
6586,7,4,1,9.0,372,500
6587,6,4,4,7.75,440,350
6588,6,3,3,7.75,440,350
6589,3,3,0,2.1,165,180
6592,3,3,1,3.5,160,200
6593,4,4,0,4.5,300,500
6594,4,4,2,4.3,250,350
6598,3,2,1,1.19,84,110
6599,6,2,2,7.5,428,350
6600,3,3,0,3.2,157,180
6601,3,3,0,4.25,195,320
6602,3,2,1,1.2,98,80
6603,3,3,2,1.99,124,140
6604,3,3,2,1.89,115,130
6605,3,3,2,3.3,182,235
6606,4,1,2,3.0,210,160
6608,5,3,1,3.94,250,250
6609,6,4,4,4.99,335,510
6610,3,3,0,2.52,80,180
6612,4,2,2,4.5,475,280
6613,5,3,2,2.25,98,145
6614,5,2,0,1.3,85,150
6615,5,7,4,7.5,498,300
6616,3,2,2,2.25,119,130
6617,4,2,3,7.0,520,250
6619,4,1,3,8.8,476,500
6621,4,3,2,5.3,595,310
6622,3,2,0,2.0,105,118
6623,3,2,1,1.25,85,115
6624,6,3,1,2.3,118,250
6625,4,5,1,1.25,126,100
6626,5,6,2,7.5,498,300
6627,5,4,1,2.85,89,193
6628,4,4,2,5.0,250,350
6629,2,1,1,0.475,33,66
6630,3,3,1,3.5,225,300
6631,6,3,4,6.7,400,450
6634,2,1,1,0.55,60,36
6635,4,4,2,3.0,151,200
6636,3,2,4,7.8,415,300
6637,3,3,2,1.0,80,80
6640,3,3,2,2.0,124,140
6642,3,3,2,1.75,112,120
6643,3,3,1,6.0,505,144
6644,5,3,0,3.2,203,280
6646,3,6,2,4.0,372,150
6649,4,4,0,2.4,104,190
6650,4,3,5,5.25,595,310
6651,3,2,1,2.5,219,150
6652,4,4,0,4.5,250,350
6653,4,2,2,5.5,435,350
6654,6,4,2,4.5,400,350
6659,4,4,0,4.7,416,386
6660,3,2,1,3.9,302,150
6661,4,3,1,3.6,250,250
6663,4,3,2,3.75,372,200
6665,3,2,1,2.47,151,193
6666,2,3,1,2.0,152,100
6667,5,3,2,7.4,419,420
6669,5,3,1,1.8,201,300
6670,4,3,1,1.97,128,118
6673,4,2,2,6.5,520,250
6674,4,4,2,6.0,230,400
6675,5,3,2,2.8,401,150
6677,3,3,1,1.3,99,122
6678,6,5,0,4.85,575,250
6680,3,1,0,1.7,97,80
6685,2,2,0,1.37,90,105
6686,4,4,1,2.2,160,150
6687,3,1,0,0.95,178,45
6688,1,1,0,2.55,336,127
6690,2,2,0,1.4,96,80
6691,5,3,1,4.3,515,472
6692,4,4,2,5.75,550,350
6693,2,2,0,1.6,81,183
6694,5,5,2,4.2,405,400
6696,3,2,0,3.3,190,220
6697,4,4,2,6.5,366,410
6698,5,3,2,3.6,340,250
6700,5,3,0,5.0,500,400
6701,4,4,2,5.57,300,500
6702,5,3,0,2.8,401,150
6703,3,2,1,1.5,98,140
6704,3,3,0,6.5,227,320
6708,4,4,1,5.25,194,280
6709,3,3,3,3.4,511,150
6710,5,4,0,6.5,616,240
6711,3,2,1,8.0,415,300
6712,4,3,1,2.3,215,250
6713,4,3,0,3.4,150,401
6714,6,5,2,5.0,336,340
6715,4,4,2,4.8,250,350
6717,8,4,2,5.8,572,472
6718,6,3,0,2.0,108,190
6719,4,3,4,8.75,626,450
6720,3,2,1,7.5,415,300
6721,7,4,0,6.9,605,500
6723,5,4,2,6.5,621,400
6724,5,3,0,3.25,400,300
6726,6,3,1,2.2,168,170
6728,7,2,3,3.5,421,250
6730,4,3,2,5.1,203,302
6731,5,4,4,5.0,203,302
6732,3,2,0,2.1,115,140
6733,5,4,0,2.7,372,162
6736,5,4,0,5.8,413,300
6737,5,5,3,6.8,275,400
6738,4,3,2,17.5,500,450
6739,5,4,4,7.5,500,500
6742,4,4,0,2.8,460,300
6747,5,3,1,2.6,233,200
6748,4,3,1,5.0,300,250
6749,3,3,1,2.5,251,145
6750,5,6,4,7.5,498,300
6751,3,1,0,0.43,56,112
6752,3,2,1,1.0,100,80
6753,3,3,0,5.3,380,220
6754,4,2,0,3.3,285,300
6756,3,2,0,2.47,151,193
6758,5,3,6,7.5,600,350
6759,4,3,2,2.4,159,263
6760,3,3,2,2.5,120,200
6763,5,3,3,8.0,419,450
6765,3,3,2,1.7,121,157
6766,2,2,0,2.2,187,170
6767,5,3,2,1.9,98,147
6768,3,4,2,3.5,324,250
6769,2,2,0,0.676,72,65
6771,4,3,1,2.2,361,245
6774,6,2,0,4.7,146,120
6775,5,3,2,7.9,360,420
6776,2,1,1,2.5,140,75
6778,4,3,0,4.5,240,200
6779,4,3,0,3.4,286,200
6780,3,3,1,1.9,105,140
6781,4,4,2,7.0,227,320
6782,5,4,0,2.5,268,300
6783,3,2,1,1.8,140,170
6785,5,4,0,6.5,621,400
6787,5,4,2,6.8,490,300
6788,5,3,0,4.5,300,250
6793,7,5,0,3.1,333,275
6795,5,3,1,1.99,95,150
6797,4,3,0,2.25,99,180
6798,3,2,1,2.75,225,138
6799,3,3,0,3.25,182,250
6800,5,3,1,4.2,252,250
6801,5,3,2,1.8,361,230
6804,4,4,0,17.0,500,450
6805,5,3,4,6.7,402,450
6807,3,3,1,2.1,128,150
6811,3,2,3,3.5,256,212
6813,4,2,0,12.0,552,300
6814,6,2,0,7.8,313,175
6818,3,1,1,5.0,238,178
6819,7,5,1,3.6,226,382
6821,4,2,2,14.0,543,550
6823,4,2,5,7.5,413,360
6827,3,2,0,6.8,312,125
6829,5,2,1,7.8,313,175
6831,5,4,0,18.0,638,587
6832,4,4,2,1.98,157,210
6834,3,3,8,11.0,554,400
6835,6,2,0,5.0,215,150
6836,8,3,5,9.5,531,512
6839,7,4,2,7.9,170,250
6840,3,1,2,13.8,568,424
6842,7,4,0,8.0,170,250
6847,3,3,0,6.8,312,125
6848,7,3,5,7.9,399,500
6851,3,3,4,11.0,544,400
6853,6,4,0,8.25,390,500
6854,6,3,1,12.2,435,354
6855,5,4,2,18.0,638,587
6856,6,6,2,5.0,334,450
6857,3,1,0,5.5,280,250
6858,7,3,5,8.5,390,500
6859,3,3,1,2.75,187,185
6863,7,3,0,11.9,435,357
6865,4,3,2,4.5,205,180
6867,4,2,4,14.0,543,550
6871,7,4,5,7.9,390,500
6873,3,2,0,16.0,568,450
6874,5,3,0,13.0,413,360
6875,5,2,0,7.8,313,175
6877,5,2,2,15.0,512,237
6880,6,2,3,5.0,215,150
6882,3,3,2,11.0,544,400
6883,3,3,1,11.0,544,400
6884,7,4,3,7.9,390,500
6885,6,3,3,4.0,212,150
6886,6,3,0,4.5,215,150
6889,4,3,3,10.0,323,200
6890,4,2,5,10.0,330,400
6891,1,1,0,13.8,568,424
6894,5,1,10,18.0,568,500
6895,6,3,0,7.9,390,500
6897,5,5,0,2.75,170,300
6898,4,4,0,2.3,153,167
6900,3,3,0,13.8,568,442
6902,6,3,0,5.0,212,150
6904,6,3,0,12.2,435,357
6906,3,3,1,3.3,220,150
6907,2,2,6,12.2,435,357
6908,6,3,3,13.0,544,400
6910,4,3,3,6.8,312,125
6912,7,3,3,12.0,638,587
6916,6,3,3,5.0,212,150
6917,6,2,3,11.0,506,350
6923,5,3,2,8.5,458,350
6924,7,3,3,7.9,399,500
6927,3,3,0,11.0,544,400
6928,3,1,1,3.75,148,140
6932,2,1,0,5.5,213,110
6935,5,3,5,8.5,458,269
6936,3,2,0,7.0,238,200
6941,5,4,3,22.0,515,450
6943,7,5,1,7.9,390,500
6946,4,2,0,16.0,385,450
6958,3,1,0,4.95,280,250
6959,4,4,0,11.0,544,400
6963,5,3,0,17.0,292,350
6968,3,2,8,18.0,568,500
6972,5,3,8,19.9,558,453
6975,3,1,4,16.5,445,257
6976,7,3,6,12.2,435,357
6977,5,4,1,16.0,638,587
6978,7,4,3,8.1,390,500
6979,3,3,2,12.0,360,300
6983,3,1,0,0.885,187,155
6984,6,5,2,7.0,252,450
6985,6,3,2,4.2,212,150
6988,3,2,0,6.9,312,125
6989,3,2,3,3.0,252,200
6991,7,3,5,8.3,390,500
6992,4,3,0,1.8,84,180
6994,3,2,3,13.5,475,250
6998,3,2,0,13.9,638,118
6999,4,3,0,0.8,42,126
7001,3,2,2,11.0,543,399
7003,3,3,8,11.0,544,400
7006,5,3,3,7.0,252,450
7009,6,3,0,14.0,500,500
7011,6,3,0,11.9,435,357
7013,7,3,8,7.9,390,500
7014,4,2,1,10.0,323,200
7023,6,4,0,8.3,280,300
7026,5,2,3,7.8,313,175
7027,5,1,1,7.8,313,175
7030,7,4,0,8.5,258,220
7035,3,1,2,6.5,300,150
7040,8,4,0,4.1,104,130
7041,8,2,0,3.25,176,276
7043,7,7,0,16.0,456,450
7050,3,2,2,15.0,568,280
7055,6,3,0,12.0,384,225
7056,7,3,3,8.15,399,500
7057,4,2,1,20.1,575,450
7058,4,2,0,2.55,178,230
7059,4,2,1,0.499,128,96
7060,2,1,1,0.65,72,45
7062,2,2,2,0.85,223,100
7063,3,1,1,0.55,75,80
7064,2,1,1,0.375,60,24
7065,4,3,0,4.5,435,283
7066,3,2,0,0.65,60,120
7067,5,3,1,1.95,145,200
7068,2,1,1,0.85,80,54
7069,3,2,5,1.2,245,103
7070,2,1,1,0.57,94,70
7071,5,3,1,0.71,138,100
7072,3,2,2,2.32,116,116
7073,2,1,1,0.525,60,40
7074,3,2,1,0.42,58,50
7075,1,1,1,0.37,60,45
7076,6,3,1,1.3,192,300
7077,2,1,1,0.565,84,54
7080,5,3,2,0.749,140,130
7081,3,2,1,1.09,145,100
7082,2,2,1,0.55,75,70
7083,3,1,1,0.639,84,65
7084,3,2,1,0.55,100,48
7085,3,2,4,1.19,420,150
7087,3,2,1,0.7,149,100
7088,1,1,1,0.35,60,45
7089,6,5,1,1.3,192,300
7090,3,1,0,0.275,140,82
7091,2,1,0,0.3,60,40
7092,3,1,1,0.675,220,86
7093,3,1,1,0.55,90,90
7094,4,2,1,0.75,242,140
7095,2,1,1,0.55,72,45
7098,3,1,1,0.42,70,82
7101,2,2,1,0.699,96,72
7102,2,1,1,0.595,72,45
7104,2,1,1,0.37,101,36
7108,2,2,2,0.975,215,150
7109,2,2,1,0.67,189,60
7110,4,3,2,1.55,144,250
7111,6,2,1,2.3,132,123
7112,2,1,1,0.9,99,49
7115,3,2,1,0.425,86,146
7116,2,1,0,0.6,72,45
7117,2,1,1,0.23,36,60
7118,2,1,1,0.565,93,80
7121,3,1,1,0.85,220,86
7123,2,1,1,0.6,72,45
7124,4,3,2,1.1,133,140
7126,2,2,1,0.534,48,50
7128,4,2,1,0.97,133,200
7129,3,2,1,0.795,83,98
7130,5,3,1,0.76,138,100
7131,2,1,1,0.7,154,90
7132,4,2,1,1.5,150,200
7133,2,1,0,0.13,112,48
7134,2,1,1,0.65,86,55
7135,2,2,1,0.795,87,100
7136,2,1,1,0.488,98,80
7139,4,3,2,0.82,132,160
7140,3,2,2,1.99,155,170
7141,3,2,1,1.4,125,96
7142,3,2,3,1.9,201,170
7143,3,2,1,0.685,70,50
7144,2,1,0,0.55,119,45
7145,4,3,1,1.99,140,230
7146,2,1,1,0.38,66,50
7147,2,1,1,0.37,80,60
7149,7,4,1,2.6,281,300
7150,2,1,1,0.35,140,45
7151,2,1,1,0.6,96,55
7152,4,2,2,1.5,165,192
7153,3,3,0,1.42,140,101
7154,2,1,0,0.681,154,60
7155,3,2,1,0.682,64,60
7157,2,1,0,0.681,154,80
7158,4,3,0,1.2,138,138
7159,6,2,1,1.5,200,360
7160,4,3,0,1.1,133,140
7161,3,2,1,0.699,82,55
7163,2,1,1,0.693,66,60
7164,4,3,2,3.0,435,283
7165,2,2,1,0.8,60,70
7166,2,1,1,0.7,72,45
7167,2,2,2,0.65,125,100
7168,7,4,2,1.35,358,176
7169,2,1,1,0.455,85,45
7170,2,1,1,0.7,100,70
7172,2,1,1,0.575,120,55
7173,5,3,3,2.6,265,250
7174,2,1,1,0.42,65,40
7175,2,1,0,0.6,120,90
7176,6,6,5,6.5,481,380
7177,2,1,1,0.67,78,58
7181,5,2,2,2.15,157,120
7183,2,1,1,0.65,69,40
7191,3,1,1,0.65,70,100
7192,2,1,1,0.5,70,50
7193,2,1,1,0.95,128,83
7194,5,2,1,3.6,245,300
7195,2,1,1,0.45,60,45
7196,2,1,1,0.472,62,45
7197,2,1,1,0.6,120,90
7198,2,1,1,0.27,60,36
7200,4,2,0,2.45,185,200
7201,5,3,0,1.5,160,140
7202,2,1,1,0.491,60,42
7204,2,1,1,0.29,60,36
7205,4,2,1,1.4,160,112
7206,2,1,1,0.45,64,52
7207,3,1,0,0.62,74,50
7208,3,2,1,0.604,57,50
7209,3,2,1,0.597,114,70
7211,2,2,0,1.37,145,100
7218,2,2,1,0.504,154,60
7219,2,1,0,0.5,84,45
7220,2,1,1,1.1,145,100
7221,4,3,0,2.1,157,192
7223,6,3,0,1.1,235,105
7224,2,2,1,0.685,70,50
7225,2,1,0,0.37,100,36
7226,5,3,3,2.5,415,183
7227,3,2,5,1.35,600,150
7228,2,1,0,0.495,72,52
7229,3,2,1,0.55,63,60
7230,4,3,1,0.95,187,200
7232,2,1,1,0.466,60,42
7233,6,2,1,1.6,246,200
7234,3,3,0,1.2,192,90
7235,2,1,1,0.65,76,42
7236,3,1,2,1.2,150,120
7237,2,2,1,0.9,105,45
7238,3,2,2,1.6,125,90
7239,2,2,0,0.725,70,110
7240,3,3,2,2.0,192,150
7242,3,2,1,1.7,315,150
7243,3,2,0,1.55,145,100
7244,2,1,2,0.85,160,85
7245,4,3,1,1.5,117,140
7246,3,3,3,3.0,440,200
7247,2,1,1,0.425,72,50
7248,4,2,1,0.95,107,200
7250,4,2,0,0.775,123,110
7252,3,1,0,0.675,80,128
7253,2,1,1,0.4,72,40
7257,3,4,3,1.5,300,280
7258,3,1,0,0.75,119,100
7259,3,1,1,0.42,108,70
7260,2,1,1,0.5,62,36
7261,2,2,1,0.69,44,112
7262,6,3,8,6.5,473,250
7263,2,2,0,0.564,48,50
7264,2,1,1,0.42,86,45
7265,3,2,1,0.45,58,50
7267,2,1,1,0.42,65,45
7268,3,1,1,0.55,72,50
7269,2,1,1,0.599,72,45
7270,2,2,0,0.43,72,100
7271,6,2,2,1.59,154,120
7272,1,1,1,0.27,62,26
7274,2,2,0,0.6,90,84
7278,3,3,2,1.42,140,101
7279,2,1,1,0.54,72,40
7281,2,1,1,0.45,77,54
7282,3,2,1,0.875,85,120
7283,2,1,0,0.325,78,54
7287,3,3,0,3.2,270,350
7288,6,4,2,2.5,180,250
7289,4,3,0,1.0,120,200
7290,4,4,2,3.25,170,400
7291,2,1,1,0.736,102,51
7292,6,7,1,4.5,294,350
7294,4,3,0,1.49,160,140
7295,4,4,2,11.0,400,550
7296,4,3,1,0.985,121,200
7297,4,2,1,8.0,337,400
7299,3,4,0,4.2,303,326
7300,5,3,3,3.25,281,150
7301,3,2,1,1.8,124,160
7302,3,2,0,2.0,215,170
7303,7,6,2,3.9,282,550
7304,3,3,0,2.1,90,130
7305,4,2,0,1.85,160,230
7306,3,1,0,1.58,123,85
7307,3,3,2,2.2,105,130
7308,3,3,0,1.7,100,218
7309,2,2,1,1.8,96,130
7310,4,2,1,1.15,125,130
7311,4,3,2,2.45,180,150
7312,5,3,3,5.0,375,290
7313,3,2,1,1.45,160,140
7314,3,2,0,1.3,105,80
7315,6,3,2,5.0,375,290
7316,2,3,1,2.5,180,135
7323,2,3,0,2.5,180,135
7324,3,2,2,2.6,180,180
7325,3,3,0,1.8,135,119
7326,3,3,0,8.0,242,400
7327,3,2,0,1.39,83,140
7328,3,3,1,2.8,132,250
7330,3,2,1,1.78,200,260
7331,6,3,0,4.5,407,210
7333,5,4,2,11.0,600,500
7334,2,1,2,3.5,220,220
7337,7,3,0,2.0,225,250
7338,5,4,0,3.5,319,400
7340,7,2,2,2.65,212,150
7341,7,4,1,2.6,321,482
7342,3,2,0,1.5,160,140
7345,3,3,0,2.0,205,180
7346,4,3,0,1.45,211,200
7347,6,3,3,4.5,375,287
7349,3,2,2,7.8,600,400
7350,5,4,0,3.6,300,375
7351,3,2,0,3.0,300,100
7352,4,2,1,2.8,180,200
7353,4,2,0,2.5,132,200
7355,4,2,1,4.5,407,210
7356,4,3,0,1.1,120,200
7357,2,1,1,0.252,72,40
7358,3,1,1,4.5,407,250
7359,3,3,0,7.5,242,400
7360,2,2,0,1.57,144,180
7362,4,3,1,3.6,180,300
7364,4,3,1,2.4,191,170
7365,4,2,2,1.15,124,224
7368,3,2,0,9.5,271,260
7369,4,4,2,8.5,605,500
7370,5,3,3,5.5,375,290
7371,4,3,2,2.9,170,250
7372,4,3,1,2.75,170,300
7373,5,3,2,3.5,220,285
7374,6,4,2,4.5,220,280
7375,4,3,2,11.0,400,500
7376,4,2,0,1.8,148,200
7377,4,4,0,2.25,200,240
7378,3,2,0,1.42,160,140
7379,4,4,0,1.57,140,230
7380,4,3,0,3.4,252,500
7381,3,2,2,1.7,160,200
7382,4,3,0,0.65,100,80
7383,4,2,0,1.75,253,150
7384,4,5,1,5.0,483,204
7385,4,4,2,10.0,600,500
7386,3,2,0,3.2,144,220
7387,3,2,2,2.8,220,170
7388,4,3,1,0.959,120,200
7391,2,1,1,1.35,91,48
7393,3,2,0,1.45,87,150
7394,3,3,4,3.0,450,303
7395,3,2,1,1.9,150,135
7396,5,4,1,3.0,250,270
7397,2,2,0,1.1,136,98
7398,7,4,2,3.9,282,425
7399,4,3,0,2.5,180,100
7400,3,2,0,0.9,150,280
7401,3,3,0,0.95,90,130
7402,4,3,0,1.38,102,160
7403,4,4,1,2.8,250,330
7404,4,4,0,1.55,96,170
7405,3,1,1,2.4,132,100
7407,7,7,1,3.8,220,500
7408,4,4,1,2.5,180,200
7409,4,1,0,2.7,221,320
7410,3,2,1,2.0,180,120
7411,2,2,3,2.3,184,150
7412,5,3,1,3.6,375,287
7413,4,3,0,1.5,150,110
7414,2,1,0,2.15,177,140
7415,4,2,0,6.0,289,400
7416,3,2,2,1.62,223,100
7417,3,2,1,2.5,162,176
7419,4,2,2,2.5,162,176
7420,3,3,0,2.25,180,135
7421,4,2,0,1.45,182,150
7422,3,2,1,2.75,275,180
7423,3,2,0,1.4,154,70
7424,3,2,5,1.4,154,70
7425,8,4,8,4.04,550,230
7426,3,3,1,3.2,270,350
7429,3,3,2,1.6,135,119
7430,4,3,0,2.42,180,150
7438,4,4,2,2.15,125,140
7439,6,4,1,3.5,318,400
7440,3,2,2,1.67,223,100
7441,4,3,2,2.0,180,225
7442,3,2,0,2.35,180,150
7443,2,2,0,1.4,154,70
7444,2,1,0,0.999,102,70
7445,2,2,1,8.0,250,200
7446,5,3,1,2.6,180,180
7447,4,3,1,1.7,200,150
7448,2,1,1,0.115,40,30
7449,3,2,0,0.55,42,120
7450,5,4,2,4.5,407,210
7451,3,2,2,1.78,200,260
7452,3,4,3,3.75,246,312
7453,5,4,2,8.5,605,500
7454,4,3,0,10.5,325,380
7455,4,4,4,11.0,600,500
7456,2,3,1,2.2,90,145
7457,4,4,1,2.6,180,250
7458,3,2,0,1.55,140,100
7459,5,4,1,3.6,300,375
7462,3,2,4,2.7,421,165
7463,3,2,0,2.3,184,150
7464,4,2,2,1.0,140,70
7465,3,2,0,1.7,160,150
7466,5,4,2,2.4,157,258
7468,3,3,0,1.25,121,120
7469,6,7,2,3.5,294,350
7470,5,5,1,2.6,180,200
7471,4,2,0,1.7,148,200
7472,4,1,1,1.17,156,100
7473,3,2,2,1.89,92,90
7474,4,3,1,1.35,160,250
7475,4,1,2,1.35,160,160
7476,3,3,1,4.1,202,300
7477,2,2,1,2.0,177,121
7482,5,3,3,4.9,375,290
7483,3,2,1,1.4,160,140
7484,3,2,2,2.3,184,150
7485,4,3,2,4.5,300,280
7486,8,4,1,2.6,321,482
7487,4,2,0,2.5,180,200
7489,3,3,2,3.3,220,150
7490,3,3,0,2.5,180,160
7491,3,2,1,1.6,129,220
7494,4,2,1,1.5,143,80
7496,4,3,1,1.7,130,218
7497,4,3,1,1.1,120,200
7498,3,1,2,2.3,132,100
7499,3,2,0,1.5,54,180
7500,7,4,3,4.65,300,300
7504,4,2,0,3.0,113,116
7505,2,2,0,1.2,105,80
7506,3,1,0,0.85,144,100
7510,2,2,0,1.64,77,76
7511,2,2,0,2.08,92,90
7512,3,2,0,1.8,95,95
7513,3,2,0,1.89,101,109
7515,6,4,0,1.45,182,145
7516,4,4,0,8.0,242,400
7517,3,3,2,6.0,280,320
7519,3,2,0,1.1,140,80
7520,4,4,3,4.7,250,300
7521,3,2,2,1.4,160,140
7524,3,3,0,3.1,115,265
7525,2,1,1,2.5,269,227
7528,3,4,1,4.2,303,326
7529,4,4,1,2.0,262,210
7531,4,2,4,11.0,600,500
7532,3,3,1,1.4,200,180
7533,3,1,0,1.25,110,140
7534,3,1,0,1.3,146,120
7535,3,2,0,5.0,303,326
7536,4,2,1,1.5,160,120
7537,5,2,1,1.49,192,280
7538,3,2,1,1.57,160,120
7539,5,2,1,1.8,154,200
7540,4,3,1,1.75,140,200
7542,2,2,0,2.35,180,100
7543,3,2,0,2.1,217,150
7545,5,3,1,4.0,203,190
7546,4,3,0,2.4,180,150
7547,4,3,4,3.7,289,210
7548,4,4,1,2.6,180,200
7549,3,2,1,2.9,297,200
7550,7,3,4,4.5,330,400
7551,3,2,1,2.75,287,150
7552,4,3,0,2.25,180,160
7553,3,1,1,2.8,287,120
7556,2,1,1,1.1,105,85
7558,4,6,6,4.0,373,240
7559,2,2,1,1.8,154,130
7564,3,2,1,7.5,600,400
7568,4,2,2,2.8,173,340
7569,4,2,2,8.5,600,500
7571,2,2,0,2.7,115,210
7572,3,2,1,2.2,180,200
7573,4,2,0,0.9,91,120
7575,3,2,0,1.99,215,170
7576,3,1,2,3.5,220,180
7577,5,4,2,2.2,218,260
7578,2,2,0,1.8,98,140
7580,2,2,0,2.3,180,90
7581,3,2,1,2.0,100,218
7582,4,2,3,1.45,211,200
7583,4,3,0,1.5,160,140
7584,4,2,0,1.7,113,250
7585,2,1,0,1.27,102,70
7586,4,4,0,11.0,400,550
7588,3,2,4,1.4,154,70
